,category,subcategory,skill
3292,Media and Writing,Media Production Subcategory,Subtitles
3293,Media and Writing,Media Production Subcategory,Live Streaming
3294,Media and Writing,Media Production Subcategory,Interactive Media
3295,Media and Writing,Media Production Subcategory,Digital Storytelling
3296,Media and Writing,Photo/Video Production and Technology,Feature Films
3297,Media and Writing,Photo/Video Production and Technology,Aerial Photography
3298,Media and Writing,Photo/Video Production and Technology,Cinematography
3299,Media and Writing,Photo/Video Production and Technology,Documentary Films
3300,Media and Writing,Photo/Video Production and Technology,Digital Cameras
3301,Media and Writing,Photo/Video Production and Technology,Photo Manipulation
3302,Media and Writing,Photo/Video Production and Technology,Video Player
3303,Media and Writing,Photo/Video Production and Technology,Video Editing
3304,Media and Writing,Photo/Video Production and Technology,Image Resolution
3305,Media and Writing,Photo/Video Production and Technology,Digital Video Production
3306,Media and Writing,Photo/Video Production and Technology,In-Plane Switching (IPS)
3307,Media and Writing,Photo/Video Production and Technology,Photography
3308,Media and Writing,Photo/Video Production and Technology,Image And Video Compression
3309,Media and Writing,Photo/Video Production and Technology,Visual Systems
3310,Media and Writing,Photo/Video Production and Technology,Digital Photography
3311,Media and Writing,Streaming Media Systems,Video Hosting Services
3312,Media and Writing,Writing and Editing,Proofreading
3313,Media and Writing,Writing and Editing,Punctuation And Capitalization
3314,Media and Writing,Writing and Editing,Screenwriting
3315,Media and Writing,Writing and Editing,Academic Writing
3316,Media and Writing,Writing and Editing,Writing
3317,Media and Writing,Writing and Editing,Grammar
3318,Media and Writing,Writing and Editing,Creative Writing
3319,Media and Writing,Writing and Editing,American Psychological Style (APA)
3320,Media and Writing,Writing and Editing,Writing Systems
3321,Media and Writing,Writing and Editing,Written Composition
3322,Media and Writing,Writing and Editing,Research Papers
3323,Media and Writing,Writing and Editing,Essay Writing
3324,Media and Writing,Writing and Editing,Script Writing
3325,Media and Writing,Writing and Editing,Fiction Writing
3326,Media and Writing,Writing and Editing,Chicago Manual Of Style
3327,Media and Writing,Writing and Editing,Editing
3328,Media and Writing,Writing and Editing,Persuasive Writing
3329,Media and Writing,Writing and Editing,Structured Writing
3330,Media and Writing,Writing and Editing,Business Writing
3331,Media and Writing,Writing and Editing,Paraphrasing
3332,Media and Writing,Writing and Editing,Paragraphs
3333,Media and Writing,Writing and Editing,Professional Writing
3334,Media and Writing,Writing and Editing,Vocabulary
3335,Media and Writing,Writing and Editing,Bibliography
3336,Performing Arts,Dance,Hip-hop Dance
3337,Performing Arts,Dance,Choreography
3338,Performing Arts,Music,Music History
3339,Performing Arts,Music,Ethnomusicology
3340,Performing Arts,Music,Music Industry
3341,Performing Arts,Music,Choral Music
3342,Performing Arts,Music,Jazz
3343,Performing Arts,Music,Pop Music
3344,Performing Arts,Music,Guitars
3345,Performing Arts,Music,Musicology
3346,Performing Arts,Music,Electric Guitar
3347,Performing Arts,Music,Classical Music
3348,Performing Arts,Music,Musical Notation
3349,Performing Arts,Music,MIDI
3350,Performing Arts,Music,Electronic Music
3351,Performing Arts,Music,Piano
3352,Performing Arts,Music,Music Theory
3353,Performing Arts,Music,World Music
3354,Performing Arts,Music,Finale (Software)
3355,Performing Arts,Theatre and Performance Art,Scenic Design
3356,Performing Arts,Theatre and Performance Art,Live Performances
3357,Physical and Inherent Abilities,Communication,Written Communication
3358,Physical and Inherent Abilities,Communication,Diction
3359,Physical and Inherent Abilities,Communication,Public Speaking
3360,Physical and Inherent Abilities,Communication,Concision
3361,Physical and Inherent Abilities,Communication,Rhetoric
3362,Physical and Inherent Abilities,Communication,De-escalation Techniques
3363,Physical and Inherent Abilities,Communication,Positive Reinforcement
3364,Physical and Inherent Abilities,Communication,Pronunciation
3365,Physical and Inherent Abilities,Communication,Persuasive Communication
3366,Physical and Inherent Abilities,Communication,Interpersonal Communications
3367,Physical and Inherent Abilities,Communication,Listening Skills
3368,Physical and Inherent Abilities,Communication,Group Decision-Making
3369,Physical and Inherent Abilities,Communication,Communications
3370,Physical and Inherent Abilities,Communication,Presentations
3371,Physical and Inherent Abilities,Communication,Discussion Facilitation
3372,Physical and Inherent Abilities,Communication,Active Listening
3373,Physical and Inherent Abilities,Communication,Debating
3374,Physical and Inherent Abilities,Communication,Non-Verbal Communication
3375,Physical and Inherent Abilities,Communication,Verbal Communication Skills
3376,Physical and Inherent Abilities,Communication,Basic Writing
3377,Physical and Inherent Abilities,Communication,Human Communication
3378,Physical and Inherent Abilities,Initiative and Leadership,Community Leadership
3379,Physical and Inherent Abilities,Initiative and Leadership,Entrepreneurship
3380,Physical and Inherent Abilities,Initiative and Leadership,Action Oriented
3381,Physical and Inherent Abilities,Initiative and Leadership,Emotional Intelligence
3382,Physical and Inherent Abilities,Initiative and Leadership,Accountability
3383,Physical and Inherent Abilities,Initiative and Leadership,Influencing Skills
3384,Physical and Inherent Abilities,Initiative and Leadership,Critical Thinking
3385,Physical and Inherent Abilities,Initiative and Leadership,Time Management
3386,Physical and Inherent Abilities,Initiative and Leadership,Planning
3387,Physical and Inherent Abilities,Initiative and Leadership,Decision Making
3388,Physical and Inherent Abilities,Initiative and Leadership,Creative Thinking
3389,Physical and Inherent Abilities,Initiative and Leadership,Coordinating
3390,Physical and Inherent Abilities,Initiative and Leadership,Creative Entrepreneurship
3391,Physical and Inherent Abilities,Initiative and Leadership,Decisiveness
3392,Physical and Inherent Abilities,Initiative and Leadership,Motivational Skills
3393,Physical and Inherent Abilities,Initiative and Leadership,Self-Discipline
3394,Physical and Inherent Abilities,Initiative and Leadership,Leadership
3395,Physical and Inherent Abilities,Initiative and Leadership,Establishing Trust
3396,Physical and Inherent Abilities,Initiative and Leadership,Self Evaluation
3397,Physical and Inherent Abilities,Initiative and Leadership,Transformational Leadership
3398,Physical and Inherent Abilities,Initiative and Leadership,Self-Motivation
3399,Physical and Inherent Abilities,Initiative and Leadership,Goal-Oriented
3400,Physical and Inherent Abilities,Personal Attributes,Professionalism
3401,Physical and Inherent Abilities,Personal Attributes,Ethical Conduct
3402,Physical and Inherent Abilities,Personal Attributes,Lifelong Learning
3403,Physical and Inherent Abilities,Personal Attributes,Imagination
3404,Physical and Inherent Abilities,Personal Attributes,Financial Acumen
3405,Physical and Inherent Abilities,Personal Attributes,Humility
3406,Physical and Inherent Abilities,Personal Attributes,Trustworthiness
3407,Physical and Inherent Abilities,Personal Attributes,Creativity
3408,Physical and Inherent Abilities,Personal Attributes,Reliability
3409,Physical and Inherent Abilities,Personal Attributes,Multitasking
3410,Physical and Inherent Abilities,Personal Attributes,Ethical Principles
3411,Physical and Inherent Abilities,Personal Attributes,Intellectual Curiosity
3412,Physical and Inherent Abilities,Personal Attributes,Persistence
3413,Physical and Inherent Abilities,Personal Attributes,Truthful
3414,Physical and Inherent Abilities,Personal Attributes,Business Acumen
3415,Physical and Inherent Abilities,Personal Attributes,Adaptability
3416,Physical and Inherent Abilities,Personal Attributes,Detail Oriented
3417,Physical and Inherent Abilities,Personal Attributes,Resilience
3418,Physical and Inherent Abilities,Personal Attributes,Ingenuity
3419,Physical and Inherent Abilities,Personal Attributes,Active Learning
3420,Physical and Inherent Abilities,Personal Attributes,Optimism
3421,Physical and Inherent Abilities,Personal Attributes,Hospitality
3422,Physical and Inherent Abilities,Personal Attributes,Business Savvy
3423,Physical and Inherent Abilities,Personal Attributes,Assertiveness
3424,Physical and Inherent Abilities,Personal Attributes,Enthusiasm
3425,Physical and Inherent Abilities,Personal Attributes,Preparedness
3426,Physical and Inherent Abilities,Personal Attributes,Ethical Responsibility
3427,Physical and Inherent Abilities,Personal Attributes,Patience
3428,Physical and Inherent Abilities,Personal Attributes,Mental Agility
3429,Physical and Inherent Abilities,Personal Attributes,Self-Awareness
3430,Physical and Inherent Abilities,Personal Attributes,Curiosity
3431,Physical and Inherent Abilities,Personal Attributes,Tactfulness
3432,Physical and Inherent Abilities,Personal Attributes,Myers-Briggs Type Indicator
3433,Physical and Inherent Abilities,Physical Abilities,Spatial Abilities
3434,Physical and Inherent Abilities,Physical Abilities,Motor Control
3435,Physical and Inherent Abilities,Problem Solving Subcategory,Problem Solving
3436,Physical and Inherent Abilities,Problem Solving Subcategory,Systemic Approach
3437,Physical and Inherent Abilities,Problem Solving Subcategory,Integrative Thinking
3438,Physical and Inherent Abilities,Problem Solving Subcategory,Execute Plans
3439,Physical and Inherent Abilities,Problem Solving Subcategory,Investigation
3440,Physical and Inherent Abilities,Problem Solving Subcategory,Creative Problem-Solving
3441,Physical and Inherent Abilities,Problem Solving Subcategory,Complex Problem Solving
